sample_id,latitude,longitude,sentinel2_b2,sentinel2_b3,sentinel2_b4,sentinel2_b8,sentinel2_b11,sentinel2_b12,ndvi,ndmi,elevation_m,slope_deg,curvature,geology_class,label,grid_tile_id,acquisition_date
S000720,21.564806386228298,79.71145729038798,0.10990156047565951,0.07488448715194088,0.0923808504398522,0.26374340615219094,0.2018848979492664,0.16487364619836786,0.18006730659849313,0.08344512382184786,268.0722161472886,4.8451227740917435,-0.05452587893285499,banded_iron_formation,0,T1104,2026-01-15
S000090,21.22506819184534,79.68669735897252,0.061654094001768175,0.09460568727450215,0.07676115435399689,0.16811584933807155,0.16267562305760244,0.12127528794329534,0.3788837708159748,0.23516308211590278,359.66322359085586,10.849268533148635,-0.5831546828820424,banded_iron_formation,0,T0403,2026-01-15
S001249,21.12268485300838,79.69275413911534,0.07700735525947539,0.10074157491244792,0.09879108406980294,0.26381081859042216,0.18614896061970243,0.17544313937761163,0.5923870711097714,0.14391546440809994,271.5981612427738,7.576911698171411,0.0935138418922145,granite_gneiss,0,T0203,2026-01-15
S000930,21.080501283184116,79.75421715403161,0.08035417923696014,0.09967460673460406,0.09007836005110303,0.2273806592185938,0.22360754549319617,0.20336344073111623,0.4030573111763426,0.11304711708719062,274.55428339169384,11.56339366489015,-0.3592388150804266,laterite,0,T0105,2026-01-15
S000718,21.27736521616817,79.73487304772777,0.10150808137864996,0.07308380604555015,0.062663778267706,0.15138634762127612,0.1936989443463763,0.2007751881599576,0.3174258655658726,0.033616001013564906,262.6618778249977,11.747284618246642,-0.32093223144674093,alluvium,0,T0504,2026-01-15
S100254,21.14199741779855,79.73058259639032,0.09182641457704968,0.11544422954705011,0.11399383483527373,0.2185729188692999,0.3276222927309701,0.2066296133184037,0.1427719044152989,0.05900351147438861,348.59617803943877,8.653181196631506,0.6960354604871275,gondite,1,T0204,2026-01-15
S100124,21.024968504317137,79.52884786742189,0.0793505135216509,0.09477471217917492,0.14700340102524023,0.2524405942165682,0.2320951076192751,0.26802625371031275,0.19091333677545608,0.0932097106344581,352.5714934686558,13.662688359535277,-0.6654386263067453,gondite,1,T0000,2026-01-15
S001567,21.490889705049202,79.96767039293474,0.0870435661673554,0.13651149772365292,0.15002690459292806,0.2389732849347728,0.2231862326953972,0.1507990666110203,0.28146703560307285,0.09258728524488113,306.9555624415614,4.850814188173943,0.1444381916795443,laterite,0,T0909,2026-01-15
S100251,21.520494379051396,80.02328192758588,0.10656957621583463,0.10472648564056403,0.11874386553712088,0.2663974233992227,0.2634177981282431,0.23843932144245467,0.09395045382635078,0.07719319405960787,318.3150154937581,11.017778590649874,-0.47221143920154574,gondite,1,T1010,2026-01-15
S000225,21.451894811412526,79.70612199307821,0.05751792797562462,0.09280416825437707,0.13045792138739984,0.27809648640014056,0.19205445438476365,0.1354048449155421,0.2720538450706471,0.09068563199565294,202.20243575290272,4.8025335662607205,-0.07880149619605949,laterite,0,T0904,2026-01-15
S001208,21.447764288100185,80.12394340843856,0.07962186926252729,0.11219144789686276,0.08192031951264885,0.2602041786289029,0.27175997357556425,0.12978628406192938,0.35212540890860383,0.1614276138576744,396.3820090616577,9.087920777311322,0.6336037422010796,gondite,0,T0812,2026-01-15
S000464,21.25603787974615,79.74239704049377,0.046487635002650934,0.12144348335579885,0.09193719395508813,0.27173853922645497,0.18724860092596973,0.141359590578413,0.2909024690516441,0.14401287186363498,333.8450316958792,6.5994353190507455,0.041505464136878535,laterite,0,T0504,2026-01-15
S000147,21.515826038809326,80.09189912386634,0.06387313841010281,0.11173168231951691,0.10563341740059116,0.26982804271312594,0.2253127357248565,0.14986199380244453,0.3505774765380141,0.15706006699330663,259.2136096746193,4.783380543109857,1.0848606789176296,granite_gneiss,0,T1011,2026-01-15
S000529,21.12175186983692,80.28711573102093,0.10700793254602654,0.09298517919312302,0.10552181928899411,0.19672047895233152,0.20225267747226816,0.13916483446675085,0.47736957183910356,0.061435997548636836,291.742367651363,0.0,1.0362714323504008,alluvium,0,T0215,2026-01-15
S100070,21.12875080369172,80.24223634413782,0.11889195584520457,0.07736027119846078,0.09418506926168763,0.22284847304631286,0.2699720825398335,0.26909275637024993,0.2263190973072008,0.038604070235717505,325.2777737798601,1.574753731542172,-0.19001903109609794,gondite,1,T0214,2026-01-15
S001248,21.17057921064691,79.50180686288,0.06430831527635603,0.09137524165230151,0.09457368197677742,0.24885278119595056,0.2913306344034395,0.15784315496065032,0.34499686433962,0.19936262281790582,250.70023455571933,5.9080008046593395,-0.4967973922227909,alluvium,0,T0300,2026-01-15
S001172,21.167316574942923,79.67185549178039,0.07574060393482676,0.09901901165345328,0.08951448240724422,0.3073688471852436,0.24500535071714497,0.2021127700062838,0.49705188118128557,0.15629919283761828,246.63715294995,3.017530751780086,0.010496771692149659,gondite,0,T0303,2026-01-15
S100247,21.24754294156421,79.59128325694691,0.09874753933839296,0.1388173387836374,0.10946293608025645,0.25294626379968776,0.37176927117314346,0.18693588912209427,0.1884341718504485,0.08754078784266256,359.52784210197154,8.54088820399231,0.8637091433140505,gondite,1,T0401,2026-01-15
S001090,21.320032800500968,79.6574968068515,0.12678105991165253,0.09733539670380484,0.11337413240610598,0.28120618106451367,0.27129663903064927,0.1578746954295085,0.35000712247709104,-0.056072136807773704,300.5912276137466,10.077985972824361,0.0339634125473844,gondite,0,T0603,2026-01-15
S100212,21.119865390996036,79.88605800686983,0.07050974132761922,0.11888831737080546,0.1291980053261554,0.2580663017053792,0.21390536708582858,0.2006875772420125,0.216916939052527,-0.07438906475282527,333.0363894937174,12.338102189476231,0.07281515717194241,gondite,1,T0207,2026-01-15
S000549,21.542274424846784,79.63800955015861,0.06493050249832057,0.09532879455979405,0.08034139634812229,0.26812286015303655,0.22325177490294162,0.18636333174887432,0.2816612911220372,0.06314708391317356,269.55989013486646,3.6857260164975143,-0.1333198111548556,laterite,0,T1002,2026-01-15
S001381,21.027988142555166,79.66513942125856,0.07780845599433306,0.11414891599139959,0.09081801601521823,0.2394956796762396,0.23406357446739223,0.16807141313555887,0.3147253789965682,0.10169427633794581,353.11861534113734,0.0,0.3242688673604911,laterite,0,T0003,2026-01-15
S000884,21.456041262492537,80.15582599652787,0.11238523123048536,0.109331042309747,0.09159744890195362,0.2322342330317225,0.2038826445014664,0.22313627062169464,0.3593149544466826,0.1371145483476878,356.649535788849,2.249196905656695,-0.0964389799450466,laterite,0,T0913,2026-01-15
S001336,21.42907441407421,80.09897127085426,0.09869852965687301,0.0871886927868206,0.09666622950237568,0.2910318459258368,0.08457949352997224,0.21564876011969725,0.3128973900142564,0.11202332840529641,297.3616374769639,1.8157580726995395,-0.2892184189869502,laterite,0,T0811,2026-01-15
S000822,21.221022649556108,79.99438889673723,0.05372883643630702,0.07301191323503733,0.0974534636200504,0.20621528132425007,0.19053174879057544,0.13413119332526421,0.2906423524531474,0.16480727775908638,243.63570460635268,6.115075098429871,0.9242316327757313,granite_gneiss,0,T0409,2026-01-15
S000001,21.128290892875338,79.88066404747957,0.07441065063121259,0.1527473508213998,0.09746262447695948,0.271813815678333,0.22750286310791198,0.17949025098976193,0.39482386748480824,0.23503491335846638,361.5479761091776,11.714436977552861,-0.10749272498413907,granite_gneiss,0,T0207,2026-01-15
S001113,21.339548947079493,80.25872556931017,0.04429476395548694,0.08360072800197796,0.1118892028517807,0.2672847368487211,0.15038251403566769,0.1374669647493976,0.3772492899740359,0.04910682058458897,300.7844876121401,0.0,-0.10383598200330431,banded_iron_formation,0,T0615,2026-01-15
S000318,21.576318278342825,80.00606590191619,0.059840779558722274,0.07434815999403238,0.09191987963879178,0.2854634224486997,0.23236407373886744,0.1936660403918037,0.34336883709135835,0.22385831121187533,264.86680850450733,1.5811819894417578,0.6051752162464723,laterite,0,T1110,2026-01-15
S001261,21.07702689843391,80.08362322987928,0.09292232909893344,0.1324835990464085,0.10481957799083515,0.24569553557783244,0.33475075904101775,0.11927169396664823,0.3745262030131654,0.13031886108158283,215.86472878544248,0.0,1.0958539735755255,alluvium,0,T0111,2026-01-15
S000729,21.492467626224702,80.09502094661288,0.07901975967471153,0.10175101291380424,0.10747499684137855,0.2298649232320129,0.2503647624539299,0.15929201274552915,0.3411224974935819,0.19154199499230773,242.32874722955705,10.207970738964487,-0.00453200371386648,granite_gneiss,0,T0911,2026-01-15
S001627,21.545986263910272,80.06112090350537,0.10131354242331157,0.08451535859919354,0.08294709665290664,0.2223613340352499,0.24866962805352566,0.1602456423385022,0.38775280035929705,0.30900261592639433,292.64114280814306,4.785287579051923,0.3181324457158381,gondite,0,T1011,2026-01-15
S001487,21.066969628003292,80.16669011946912,0.05910799268143383,0.10712246921462418,0.09270583162035222,0.24315736684283196,0.2623353254635072,0.1671323172093245,0.4138911408838912,0.1540531336878857,258.37302081038234,0.0,-0.9106490806347488,alluvium,0,T0113,2026-01-15
S000627,21.4517314821947,80.09065514956191,0.038764473951138745,0.07798291596920001,0.13812111731510646,0.29819292821354054,0.2461851143065369,0.1795696476311539,0.3996013771274862,0.12420055147716379,248.07711178393566,8.710898479996551,0.23518585716349527,alluvium,0,T0911,2026-01-15
S001152,21.449953296900457,80.24381319970199,0.08474029592245497,0.14411766251094857,0.10763167403125559,0.20875703267848086,0.3052660969635984,0.1183863909604601,0.418155066596447,0.16248153222109846,307.26729930994406,5.77005204852443,0.27892765969387007,laterite,0,T0814,2026-01-15
S100111,21.12141801887714,79.87933498358609,0.09062446457185164,0.09676557993917506,0.09905582479845927,0.3379539141392933,0.30263933207672983,0.22504617421333767,0.22010718774035895,-4.135933282568144e-05,363.7897273409318,8.843604315133788,0.6189418439593652,banded_iron_formation,1,T0207,2026-01-15
S001127,21.214210379400363,79.61975137958251,0.08530774133725297,0.0916503867245447,0.11004178061391898,0.25971483484890157,0.2062468064994242,0.13339829769205916,0.1944327500877151,0.13623606111392084,184.030467964546,0.2522677171967027,-0.26260162579765345,laterite,0,T0402,2026-01-15
S001093,21.26181536845954,80.09295402058336,0.02836320520375451,0.12869755221218748,0.1396732830846906,0.23614212474837448,0.21727412515871972,0.20025293703428607,0.4376331034091965,0.09237038454173915,328.80969623617574,2.8849369703864522,0.39651094332545966,banded_iron_formation,0,T0511,2026-01-15
S000023,21.16608197243463,80.17700869072996,0.077753863472605,0.09748295993021804,0.10405691396758975,0.26438370822176693,0.2271747976309979,0.09850407577033746,0.29783181025655137,0.1780107074720696,341.1423595168169,3.2302927722741215,0.5461116202840289,laterite,0,T0313,2026-01-15
S001035,21.33710816823958,80.14333706752238,0.08017662530335756,0.13745731393186394,0.10248542776903577,0.27054280731267283,0.244136405438619,0.1563316196821871,0.36623226648585677,0.07503348329625459,315.2208403092623,0.0,0.2187213110306235,alluvium,0,T0612,2026-01-15
S000694,21.4175601614413,79.88568857620353,0.08945038602933722,0.11705672929676486,0.09864680652761507,0.21784696367150705,0.23993526012448457,0.1661546240071906,0.43741930531653017,-0.00882055527641315,296.20382869495745,11.197679814959109,-0.005211898289114547,laterite,0,T0807,2026-01-15
S000395,21.149734309215933,79.8594360503092,0.07949373870169921,0.12024077950789211,0.09010401448950894,0.30401272254350165,0.22845649367852916,0.14121347542290447,0.3386606324649888,0.16902276960731974,299.6163047557766,6.649692632795472,0.17691651206295006,banded_iron_formation,0,T0207,2026-01-15
S100324,21.509136293264177,80.00763221196144,0.05623222290803461,0.09775672199778833,0.1054828355862572,0.3086264067338139,0.2827155295818795,0.23018777869765553,0.2967672420600059,0.05262662626377189,348.06918697457945,12.276416675648553,-0.6880216657865741,gondite,1,T1010,2026-01-15
S001263,21.120983955272497,79.97338993956615,0.09000675565638946,0.08793523716473596,0.07977920012370085,0.2959093116858263,0.22964199292083728,0.1538642292212073,0.5436750812527069,0.08710787982957942,303.9577883761353,10.816097612101071,-0.32247846496368354,alluvium,0,T0209,2026-01-15
S000427,21.105658457561034,79.89416627773379,0.0657891839795815,0.06227983801071522,0.0863011081746766,0.32674706791628366,0.22311323100641012,0.13136109029682314,0.3129963006646539,0.13612548073302339,270.146571763898,9.327134668656495,0.4435632027377835,laterite,0,T0207,2026-01-15
S000008,21.524703359467907,79.91311153882253,0.08661004869544289,0.1047609246942316,0.08153775057227149,0.2643439010393929,0.20805028429625705,0.15027877185900104,0.24429212917390633,0.23107189754159813,151.88826411479448,0.6665841675894413,-0.03710209524802671,gondite,0,T1008,2026-01-15
S001459,21.15438285899482,79.61004329405965,0.10082312080060166,0.08543511133016474,0.1331273394283829,0.22133667081021324,0.2439059168052456,0.1102232306590978,0.29581105314350453,0.198944328408572,286.0162419423553,5.50630320910068,-0.40592739114161625,laterite,0,T0302,2026-01-15
S100069,21.26203043353942,80.14077108291333,0.08714729944311347,0.06166368256469847,0.11657100337024413,0.27407582594425767,0.25891077613249364,0.20249429863626878,0.22816250377924593,0.03664676777658159,354.71969802891,9.692028558608904,0.1945187952168815,banded_iron_formation,1,T0512,2026-01-15
S000497,21.36873836477716,79.51792437214583,0.09815349230056457,0.08998874113551482,0.11855069309258826,0.24942215653059133,0.16544065892086285,0.1931803131680031,0.3370880740322756,0.09286181322600803,282.165236913667,0.0,-0.5428422143488746,laterite,0,T0700,2026-01-15
S001123,21.227182363612375,80.0272776040195,0.055937776057199746,0.1005933561652203,0.08103070995045258,0.18945596754426886,0.21391423308399565,0.15473350948428627,0.32410712040050893,0.26050982399142,260.43536885450635,7.655205179964666,0.24976003262386065,banded_iron_formation,0,T0410,2026-01-15
S001195,21.227103957893178,79.7075508285847,0.09191594406710199,0.08053565610267155,0.1038164254372985,0.25643204583416396,0.1636360250755354,0.16069005329220015,0.28260448360554363,0.10093174383386955,208.62689295201926,3.297971223209486,-0.17570724758896122,banded_iron_formation,0,T0404,2026-01-15
S001331,21.434279859359187,79.92319754489388,0.08658527168819717,0.1328012247673859,0.1269690412168895,0.2865267954922904,0.23593387501318983,0.11081845317745473,0.30753171140182056,0.03749595578104914,239.15986736500943,2.2240353953825056,0.10735769852765639,banded_iron_formation,0,T0808,2026-01-15
S001114,21.38404360175585,79.71869212018822,0.10501618643557051,0.12105496495757266,0.09249501705173656,0.36245747536029377,0.2527719805489059,0.152317571390934,0.31697202014381987,0.15526416868843088,199.63800542244724,0.0,-0.34002191408744514,alluvium,0,T0704,2026-01-15
S001438,21.26290697445133,79.74020030683029,0.09862426982382066,0.08281898023312992,0.13525891641071244,0.30768813010054746,0.19494258479891818,0.13897706086237857,0.44218339933999284,0.1312246989070049,375.0643499784438,8.565515088899234,0.26259192847804,banded_iron_formation,0,T0504,2026-01-15
S000118,21.276456759775076,80.24984904317705,0.06475341628761279,0.09818804502222045,0.1184896713773954,0.22994792485797827,0.21171220554150239,0.1596861466279048,0.4015811975658391,0.18150094153216517,252.75812706849848,8.219465394164281,0.07418673921975111,banded_iron_formation,0,T0514,2026-01-15
S100281,21.108899045757916,80.1406972736853,0.07914633807545048,0.1146581711487507,0.11812029134430757,0.25035381226787784,0.17707878916714798,0.2558795253514531,0.24343470587978333,0.012317865799689416,359.6265539929062,10.16293271146729,-0.9106751709623192,banded_iron_formation,1,T0212,2026-01-15
S001287,21.568072116908795,80.06244445364042,0.07888022821663514,0.11221382236448789,0.07348296896131383,0.23350636161127353,0.1709913681641464,0.17663858342320854,0.4231721907259147,0.04036692603556659,267.63928327739006,6.166114190887058,0.5665954894209453,gondite,0,T1111,2026-01-15
S001196,21.519144210042903,80.05288574365558,0.08197289162956004,0.0787856617374175,0.1042288416207046,0.2044013303506385,0.1565909650280334,0.2368725430667495,0.37508316652845347,0.15879574318283107,276.48385818339494,0.0,-0.2761737974141758,granite_gneiss,0,T1011,2026-01-15
S001369,21.007347399474494,79.83552267943811,0.07023576670808847,0.08717782599579157,0.0900465629629919,0.32307860630634,0.19625553526562015,0.14680862831689062,0.37639872737416263,0.2071381730211034,182.82981441228722,5.7660038608164985,0.3462599204296833,gondite,0,T0006,2026-01-15
S100210,21.416557461385732,79.77076518663786,0.05723346546078115,0.10131065161660102,0.10127357449909413,0.22563587424706716,0.2450779736172543,0.25635246721588467,0.16972122158905684,0.08724905617170069,366.19141358332126,9.338645122931055,0.4771741645458487,gondite,1,T0805,2026-01-15
S100297,21.481215528164157,79.73915492089512,0.0754494116927356,0.11271686676531865,0.0963248180587961,0.3808410448885836,0.30594912703681093,0.21206743861825889,0.2551192823511116,0.0598993631338381,336.3717510815464,15.199562264516505,0.25054271631123287,laterite,1,T0904,2026-01-15
S001524,21.39639528907028,80.09428977667942,0.07762542618633601,0.06369930217627562,0.1125802049526197,0.2722170453460429,0.26376120906473066,0.13912464661401305,0.44589211785065425,0.1252328906764233,361.0491200225146,4.045362876077011,0.21538353964011345,gondite,0,T0711,2026-01-15
S001473,21.236427717900092,79.79830037723302,0.12109785842226256,0.1053604007631887,0.08036029837747642,0.2643095503698346,0.1704743447880005,0.17399659965810838,0.4320006255119663,-0.013226853092548563,317.7640967237239,5.013217736335093,-0.20724874508151298,laterite,0,T0405,2026-01-15
S000291,21.575965451606642,79.6122888011654,0.08293829527851763,0.10239262998211732,0.13916273869845447,0.26226252666447925,0.2563572145665517,0.1308207997278396,0.37356502750622483,0.022500812564252293,349.8997164357711,7.6309268886106825,0.25689670619261634,laterite,0,T1102,2026-01-15
S000873,21.491306330965465,79.79835131047058,0.08779703479071112,0.08029668023184189,0.08819839415485346,0.23566660861889635,0.2065065890230557,0.16791809971745444,0.23354968060767214,0.17570420450867422,217.75222108919735,2.817217974341583,-0.07871843599712074,alluvium,0,T0905,2026-01-15
S001142,21.022400851706497,79.90721957460387,0.08070011512304677,0.06802938548468156,0.11012603211537442,0.24944616606548678,0.15536154332302313,0.18955250179817418,0.47760910870379136,0.00011231182381682414,312.2365607173691,2.5140583411275794,0.8780371610743706,laterite,0,T0008,2026-01-15
S001571,21.073896351523732,79.58761978342565,0.0966953923745621,0.08592996875097765,0.1267253871465651,0.30488799204461337,0.17476492471422395,0.17257027933621222,0.24004048202871753,0.14233648236685767,396.2828858251895,0.0,0.8309158995715927,granite_gneiss,0,T0101,2026-01-15
S000556,21.10398525593755,79.81430559651632,0.1033699595086541,0.10880212984226639,0.08517811420816869,0.24796270400342238,0.21009442012964225,0.1330438010061125,0.3487161900733321,0.23048681227057505,300.7887660181138,9.82714042893726,0.2821234498425892,granite_gneiss,0,T0206,2026-01-15
